Image.Name,Wiggle.Index
(RAL_228).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-14-16AM)LowRight.tif,4.4904
(RAL_228).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-14-16AM)TopLeft.tif,3.6793
(RAL_228).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-14-16AM)TopRight.tif,3.2439
(RAL_228).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-13-59AM)LowLeft.tif,8.2434
(RAL_228).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-13-59AM)LowRight.tif,9.1448
(RAL_228).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-13-59AM)TopLeft.tif,6.2873
(RAL_228).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-13-59AM)TopRight.tif,6.8424
(RAL_228).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-01AM)LowLeft.tif,8.5915
(RAL_228).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-01AM)LowRight.tif,9.4444
(RAL_228).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-01AM)TopLeft.tif,6.8933
(RAL_228).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-01AM)TopRight.tif,5.8628
(RAL_228).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-14-04AM)LowLeft.tif,4.9326
(RAL_228).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-14-04AM)LowRight.tif,4.5673
(RAL_228).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-14-04AM)TopLeft.tif,3.6277
(RAL_228).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-14-04AM)TopRight.tif,3.3792
(RAL_228).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-08AM)LowLeft.tif,5.2006
(RAL_228).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-08AM)LowRight.tif,7.4467
(RAL_228).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-08AM)TopLeft.tif,4.262
(RAL_228).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-14-08AM)TopRight.tif,4.713
(RAL_229).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-27AM)LowLeft.tif,6.5144
(RAL_229).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-27AM)LowRight.tif,7.436
(RAL_229).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-27AM)TopLeft.tif,8.2291
(RAL_229).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-27AM)TopRight.tif,4.5172
(RAL_229).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-31AM)LowLeft.tif,5.8713
(RAL_229).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-31AM)LowRight.tif,4.5173
(RAL_229).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-31AM)TopLeft.tif,6.2486
(RAL_229).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-31AM)TopRight.tif,4.3595
(RAL_229).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-33AM)LowLeft.tif,2.4281
(RAL_229).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-33AM)LowRight.tif,3.4889
(RAL_229).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-33AM)TopLeft.tif,3.4442
(RAL_229).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-14-33AM)TopRight.tif,4.168
(RAL_229).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-35AM)LowLeft.tif,7.7569
(RAL_229).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-35AM)LowRight.tif,3.9964
(RAL_229).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-35AM)TopLeft.tif,6.161
(RAL_229).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-14-35AM)TopRight.tif,5.1062
(RAL_229).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-19AM)LowLeft.tif,14.2735
(RAL_229).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-19AM)LowRight.tif,13.3066
(RAL_229).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-19AM)TopLeft.tif,11.7662
(RAL_229).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-19AM)TopRight.tif,10.8776
(RAL_229).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-21AM)LowLeft.tif,11.1571
(RAL_229).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-21AM)LowRight.tif,13.5186
(RAL_229).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-21AM)TopLeft.tif,10.7839
(RAL_229).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-21AM)TopRight.tif,13.1393
(RAL_229).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-23AM)LowLeft.tif,10.9281
(RAL_229).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-23AM)LowRight.tif,8.8419
(RAL_229).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-23AM)TopLeft.tif,11.4754
(RAL_229).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-23AM)TopRight.tif,10.661
(RAL_229).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-25AM)LowLeft.tif,8.7341
(RAL_229).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-25AM)LowRight.tif,7.0557
(RAL_229).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-25AM)TopLeft.tif,6.4579
(RAL_229).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-25AM)TopRight.tif,7.6542
(RAL_235).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-49AM)LowLeft.tif,5.9863
(RAL_235).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-49AM)LowRight.tif,5.3469
(RAL_235).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-49AM)TopLeft.tif,5.9759
(RAL_235).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-49AM)TopRight.tif,5.4799
(RAL_235).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-51AM)LowLeft.tif,4.6679
(RAL_235).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-51AM)LowRight.tif,6.795
(RAL_235).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-51AM)TopLeft.tif,6.7779
(RAL_235).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-51AM)TopRight.tif,5.6059
(RAL_235).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-52AM)LowLeft.tif,2.0626
(RAL_235).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-52AM)LowRight.tif,2.6763
(RAL_235).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-52AM)TopLeft.tif,3.2955
(RAL_235).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-14-52AM)TopRight.tif,3.0139
(RAL_235).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-54AM)LowLeft.tif,3.0571
(RAL_235).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-54AM)LowRight.tif,4.6022
(RAL_235).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-54AM)TopLeft.tif,5.1
(RAL_235).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-14-54AM)TopRight.tif,4.9885
(RAL_235).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-40AM)LowLeft.tif,14.4755
(RAL_235).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-40AM)LowRight.tif,8.8387
(RAL_235).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-40AM)TopLeft.tif,11.2822
(RAL_235).(25ppm).(0min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-40AM)TopRight.tif,9.7592
(RAL_235).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-43AM)LowLeft.tif,7.941
(RAL_235).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-43AM)LowRight.tif,10.2405
(RAL_235).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-43AM)TopLeft.tif,13.2912
(RAL_235).(25ppm).(0min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-43AM)TopRight.tif,9.3522
(RAL_235).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-45AM)LowLeft.tif,11.5071
(RAL_235).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-45AM)LowRight.tif,9.3642
(RAL_235).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-45AM)TopLeft.tif,11.264
(RAL_235).(25ppm).(60min).(plate1).(Imidacloprid).(23.11.14)(7-14-201510-14-45AM)TopRight.tif,10.203
(RAL_235).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-47AM)LowLeft.tif,10.532
(RAL_235).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-47AM)LowRight.tif,10.877
(RAL_235).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-47AM)TopLeft.tif,11.5764
(RAL_235).(25ppm).(60min).(plate2).(Imidacloprid).(23.11.14)(7-14-201510-14-47AM)TopRight.tif,9.5305
(RAL_237).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-04AM)LowLeft.tif,4.7602
(RAL_237).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-04AM)LowRight.tif,6.0289
(RAL_237).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-04AM)TopLeft.tif,7.1844
(RAL_237).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-04AM)TopRight.tif,7.1947
(RAL_237).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-06AM)LowLeft.tif,8.3553
(RAL_237).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-06AM)LowRight.tif,5.2037
(RAL_237).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-06AM)TopLeft.tif,6.3404
(RAL_237).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-06AM)TopRight.tif,4.5448
(RAL_237).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-08AM)LowLeft.tif,4.2837
(RAL_237).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-08AM)LowRight.tif,2.4009
(RAL_237).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-08AM)TopLeft.tif,3.8082
(RAL_237).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-08AM)TopRight.tif,3.4148
(RAL_237).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-10AM)LowLeft.tif,3.6134
(RAL_237).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-10AM)LowRight.tif,2.2398
(RAL_237).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-10AM)TopLeft.tif,1.7096
(RAL_237).(100ppm).(60min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-10AM)TopRight.tif,2.1013
(RAL_237).(25ppm).(0min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-14-56AM)LowLeft.tif,9.8377
(RAL_237).(25ppm).(0min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-14-56AM)LowRight.tif,8.7449
(RAL_237).(25ppm).(0min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-14-56AM)TopLeft.tif,9.9771
(RAL_237).(25ppm).(0min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-14-56AM)TopRight.tif,12.2895
(RAL_237).(25ppm).(0min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-14-58AM)LowLeft.tif,10.4924
(RAL_237).(25ppm).(0min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-14-58AM)LowRight.tif,8.8702
(RAL_237).(25ppm).(0min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-14-58AM)TopLeft.tif,8.963
(RAL_237).(25ppm).(0min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-14-58AM)TopRight.tif,15.6579
(RAL_237).(25ppm).(60min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-15-00AM)LowLeft.tif,5.2278
(RAL_237).(25ppm).(60min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-15-00AM)LowRight.tif,6.7966
(RAL_237).(25ppm).(60min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-15-00AM)TopLeft.tif,7.3905
(RAL_237).(25ppm).(60min).(plate1).(Imidacloprid).(25.11.14)(7-14-201510-15-00AM)TopRight.tif,8.1088
(RAL_237).(25ppm).(60min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-15-02AM)LowLeft.tif,6.6587
(RAL_237).(25ppm).(60min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-15-02AM)LowRight.tif,11.6282
(RAL_237).(25ppm).(60min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-15-02AM)TopLeft.tif,8.6193
(RAL_237).(25ppm).(60min).(plate2).(Imidacloprid).(25.11.14)(7-14-201510-15-02AM)TopRight.tif,8.6632
(RAL_239).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-15AM)LowLeft.tif,11.11
(RAL_239).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-15AM)LowRight.tif,7.2549
(RAL_239).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-15AM)TopLeft.tif,8.8726
(RAL_239).(100ppm).(0min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-15AM)TopRight.tif,8.3557
(RAL_239).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-17AM)LowLeft.tif,10.2901
(RAL_239).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-17AM)LowRight.tif,8.7715
(RAL_239).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-17AM)TopLeft.tif,10.1289
(RAL_239).(100ppm).(0min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-17AM)TopRight.tif,10.6083
(RAL_239).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-19AM)LowLeft.tif,5.3938
(RAL_239).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-19AM)LowRight.tif,4.9267
(RAL_239).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-19AM)TopLeft.tif,5.558
(RAL_239).(100ppm).(60min).(plate1).(Imidacloprid).(13.1.15)(7-14-201510-15-19AM)TopRight.tif,6.3065
(RAL_239).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-21AM)LowLeft.tif,5.6347
(RAL_239).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-21AM)LowRight.tif,6.0909
(RAL_239).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-21AM)TopLeft.tif,5.7462
(RAL_239).(100ppm).(60min).(plate2).(Imidacloprid).(13.1.15)(7-14-201510-15-21AM)TopRight.tif,7.1088
(RAL_239).(25ppm).(0min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-11AM)LowLeft.tif,8.1984
(RAL_239).(25ppm).(0min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-11AM)LowRight.tif,8.4399
(RAL_239).(25ppm).(0min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-11AM)TopLeft.tif,8.0036
(RAL_239).(25ppm).(0min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-11AM)TopRight.tif,9.4566
(RAL_239).(25ppm).(60min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-13AM)LowLeft.tif,6.3056
(RAL_239).(25ppm).(60min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-13AM)LowRight.tif,5.4185
(RAL_239).(25ppm).(60min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-13AM)TopLeft.tif,7.5482
(RAL_239).(25ppm).(60min).(plate1).(Imidacloprid).(23.1.15)(7-14-201510-15-13AM)TopRight.tif,6.462
(RAL_26).(100ppm).(0min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-50AM)LowLeft.tif,10.3558
(RAL_26).(100ppm).(0min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-50AM)LowRight.tif,6.008
(RAL_26).(100ppm).(0min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-50AM)TopLeft.tif,9.1487
(RAL_26).(100ppm).(0min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-50AM)TopRight.tif,6.5242
(RAL_26).(100ppm).(0min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-51AM)LowLeft.tif,7.5311
(RAL_26).(100ppm).(0min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-51AM)LowRight.tif,7.797
(RAL_26).(100ppm).(0min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-51AM)TopLeft.tif,8.423
(RAL_26).(100ppm).(0min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-51AM)TopRight.tif,6.9825
(RAL_26).(100ppm).(60min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-53AM)LowLeft.tif,8.7354
(RAL_26).(100ppm).(60min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-53AM)LowRight.tif,5.7948
(RAL_26).(100ppm).(60min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-53AM)TopLeft.tif,5.9578
(RAL_26).(100ppm).(60min).(plate1).(Imidacloprid).(22.1.15)(7-14-201510-03-53AM)TopRight.tif,4.6067
(RAL_26).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-55AM)LowLeft.tif,6.2804
(RAL_26).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-55AM)LowRight.tif,5.3967
(RAL_26).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-55AM)TopLeft.tif,6.0945
(RAL_26).(100ppm).(60min).(plate2).(Imidacloprid).(22.1.15)(7-14-201510-03-55AM)TopRight.tif,6.0008
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-43AM)LowLeft.tif,6.8051
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-43AM)LowRight.tif,4.99
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-43AM)TopLeft.tif,5.6451
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-43AM)TopRight.tif,7.3861
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-45AM)LowLeft.tif,8.5793
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-45AM)LowRight.tif,6.8027
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-45AM)TopLeft.tif,8.5842
(RAL_26).(25ppm).(0min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-45AM)TopRight.tif,8.6573
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-46AM)LowLeft.tif,7.6273
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-46AM)LowRight.tif,4.4883
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-46AM)TopLeft.tif,6.0057
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(20.6.15)(7-14-201510-03-46AM)TopRight.tif,5.3067
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-48AM)LowLeft.tif,7.2736
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-48AM)LowRight.tif,6.1679
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-48AM)TopLeft.tif,5.4541
(RAL_26).(25ppm).(60min).(plate1).(Imidacloprid).(21.6.15)(7-14-201510-03-48AM)TopRight.tif,5.9205
(RAL_28).(100ppm).(0min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-03AM)LowLeft.tif,3.7675
(RAL_28).(100ppm).(0min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-03AM)LowRight.tif,4.1724
(RAL_28).(100ppm).(0min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-03AM)TopLeft.tif,4.8015
(RAL_28).(100ppm).(0min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-03AM)TopRight.tif,3.7199
(RAL_28).(100ppm).(0min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-04AM)LowLeft.tif,4.2803
(RAL_28).(100ppm).(0min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-04AM)LowRight.tif,3.1711
(RAL_28).(100ppm).(0min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-04AM)TopLeft.tif,3.1732
(RAL_28).(100ppm).(0min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-04AM)TopRight.tif,3.0102
(RAL_28).(100ppm).(60min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-06AM)LowLeft.tif,1.2235
(RAL_28).(100ppm).(60min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-06AM)LowRight.tif,1.4094
(RAL_28).(100ppm).(60min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-06AM)TopLeft.tif,1.1857
(RAL_28).(100ppm).(60min).(plate1).(Imidacloprid).(29.12.14)(7-14-201510-04-06AM)TopRight.tif,1.4118
(RAL_28).(100ppm).(60min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-08AM)LowLeft.tif,1.5458
(RAL_28).(100ppm).(60min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-08AM)LowRight.tif,0.9457
(RAL_28).(100ppm).(60min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-08AM)TopLeft.tif,1.5972
(RAL_28).(100ppm).(60min).(plate2).(Imidacloprid).(29.12.14)(7-14-201510-04-08AM)TopRight.tif,1.6413
(RAL_28).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-03-56AM)LowLeft.tif,5.1508
(RAL_28).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-03-56AM)LowRight.tif,5.4249
(RAL_28).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-03-56AM)TopLeft.tif,3.883
(RAL_28).(25ppm).(0min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-03-56AM)TopRight.tif,3.7139
(RAL_28).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-03-58AM)LowLeft.tif,3.9337
(RAL_28).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-03-58AM)LowRight.tif,3.922
(RAL_28).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-03-58AM)TopLeft.tif,3.699
(RAL_28).(25ppm).(0min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-03-58AM)TopRight.tif,2.82
(RAL_28).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-04-00AM)LowLeft.tif,2.6839
(RAL_28).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-04-00AM)LowRight.tif,2.9512
(RAL_28).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-04-00AM)TopLeft.tif,3.0939
(RAL_28).(25ppm).(60min).(plate1).(Imidacloprid).(28.12.14)(7-14-201510-04-00AM)TopRight.tif,2.2642
(RAL_28).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-04-01AM)LowLeft.tif,2.0482
(RAL_28).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-04-01AM)LowRight.tif,2.3327
(RAL_28).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-04-01AM)TopLeft.tif,3.3018
(RAL_28).(25ppm).(60min).(plate2).(Imidacloprid).(28.12.14)(7-14-201510-04-01AM)TopRight.tif,2.1735
(RAL_280).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-37AM)LowLeft.tif,6.8647
(RAL_280).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-37AM)LowRight.tif,8.4329
(RAL_280).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-37AM)TopLeft.tif,8.4823
(RAL_280).(100ppm).(0min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-37AM)TopRight.tif,7.1144
(RAL_280).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-39AM)LowLeft.tif,9.8118
(RAL_280).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-39AM)LowRight.tif,6.3811
(RAL_280).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-39AM)TopLeft.tif,6.4389
(RAL_280).(100ppm).(0min).(plate2).(Imidacloprid).(7.1.15)(7-14-201510-15-39AM)TopRight.tif,5.0355
(RAL_280).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-41AM)LowLeft.tif,0.8281
(RAL_280).(100ppm).(60min).(plate1).(Imidacloprid).(7.1.15)(7-14-201510-15-41AM)LowRight.tif,1.7838
